county,precinct,office,district,candidate,party,votes,election_day,absentee,av_counting_boards,early_voting,mail,provisional,pre_process_absentee
Henderson,D102,President,,Donald J. TRUMP,REP,222,147,5,,70,,,
Henderson,D102,President,,Kamala D. HARRIS,DEM,324,191,18,,115,,,
Henderson,D102,President,,Jill STEIN,KY,0,0,0,,0,,,
Henderson,D102,President,,Robert F. KENNEDY JR.,IND,2,1,0,,1,,,
Henderson,D102,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,D102,President,,Chase OLIVER,LIB,1,0,0,,1,,,
Henderson,D102,President,,Write-ins,,0,0,0,,0,,,
Henderson,D102,President,,Under Votes,,3,1,0,,2,,,
Henderson,D102,President,,Over Votes,,4,4,0,,0,,,
Henderson,D102,U.S. House,1,James R. COMER,REP,223,142,5,,76,,,
Henderson,D102,U.S. House,1,Erin MARSHALL,DEM,319,190,18,,111,,,
Henderson,D102,U.S. House,1,Under Votes,,13,11,0,,2,,,
Henderson,D102,U.S. House,1,Over Votes,,1,1,0,,0,,,
Henderson,D102,State House,11,J. T. PAYNE,REP,316,210,13,,93,,,
Henderson,D102,State House,11,Under Votes,,240,134,10,,96,,,
Henderson,D102,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,D103,President,,Donald J. TRUMP,REP,351,224,5,,122,,,
Henderson,D103,President,,Kamala D. HARRIS,DEM,369,237,21,,111,,,
Henderson,D103,President,,Jill STEIN,KY,3,2,0,,1,,,
Henderson,D103,President,,Robert F. KENNEDY JR.,IND,3,2,0,,1,,,
Henderson,D103,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,D103,President,,Chase OLIVER,LIB,2,1,0,,1,,,
Henderson,D103,President,,Write-ins,,0,0,0,,0,,,
Henderson,D103,President,,Under Votes,,4,1,2,,1,,,
Henderson,D103,President,,Over Votes,,0,0,0,,0,,,
Henderson,D103,U.S. House,1,James R. COMER,REP,350,223,7,,120,,,
Henderson,D103,U.S. House,1,Erin MARSHALL,DEM,365,233,21,,111,,,
Henderson,D103,U.S. House,1,Under Votes,,17,11,0,,6,,,
Henderson,D103,U.S. House,1,Over Votes,,0,0,0,,0,,,
Henderson,D103,State House,11,J. T. PAYNE,REP,494,325,8,,161,,,
Henderson,D103,State House,11,Under Votes,,238,142,20,,76,,,
Henderson,D103,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,D109,President,,Donald J. TRUMP,REP,309,167,7,,135,,,
Henderson,D109,President,,Kamala D. HARRIS,DEM,196,102,16,,78,,,
Henderson,D109,President,,Jill STEIN,KY,1,0,1,,0,,,
Henderson,D109,President,,Robert F. KENNEDY JR.,IND,2,1,1,,0,,,
Henderson,D109,President,,Shiva AYYADURAI,IND,1,1,0,,0,,,
Henderson,D109,President,,Chase OLIVER,LIB,2,2,0,,0,,,
Henderson,D109,President,,Write-ins,,0,0,0,,0,,,
Henderson,D109,President,,Under Votes,,0,0,0,,0,,,
Henderson,D109,President,,Over Votes,,0,0,0,,0,,,
Henderson,D109,U.S. House,1,James R. COMER,REP,296,161,8,,127,,,
Henderson,D109,U.S. House,1,Erin MARSHALL,DEM,198,102,16,,80,,,
Henderson,D109,U.S. House,1,Under Votes,,17,10,1,,6,,,
Henderson,D109,U.S. House,1,Over Votes,,0,0,0,,0,,,
Henderson,D109,State House,11,J. T. PAYNE,REP,377,207,17,,153,,,
Henderson,D109,State House,11,Under Votes,,134,66,8,,60,,,
Henderson,D109,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,E105,President,,Donald J. TRUMP,REP,477,240,27,,210,,,
Henderson,E105,President,,Kamala D. HARRIS,DEM,447,222,36,,189,,,
Henderson,E105,President,,Jill STEIN,KY,2,1,0,,1,,,
Henderson,E105,President,,Robert F. KENNEDY JR.,IND,7,5,0,,2,,,
Henderson,E105,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,E105,President,,Chase OLIVER,LIB,3,0,0,,3,,,
Henderson,E105,President,,Write-ins,,0,0,0,,0,,,
Henderson,E105,President,,Under Votes,,5,3,0,,2,,,
Henderson,E105,President,,Over Votes,,1,0,0,,1,,,
Henderson,E105,U.S. House,1,James R. COMER,REP,485,242,28,,215,,,
Henderson,E105,U.S. House,1,Erin MARSHALL,DEM,434,221,35,,178,,,
Henderson,E105,U.S. House,1,Under Votes,,23,8,0,,15,,,
Henderson,E105,U.S. House,1,Over Votes,,0,0,0,,0,,,
Henderson,E105,State House,11,J. T. PAYNE,REP,631,332,35,,264,,,
Henderson,E105,State House,11,Under Votes,,311,139,28,,144,,,
Henderson,E105,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,E110,President,,Donald J. TRUMP,REP,549,271,37,,241,,,
Henderson,E110,President,,Kamala D. HARRIS,DEM,374,136,56,,182,,,
Henderson,E110,President,,Jill STEIN,KY,2,1,1,,0,,,
Henderson,E110,President,,Robert F. KENNEDY JR.,IND,7,4,2,,1,,,
Henderson,E110,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,E110,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Henderson,E110,President,,Write-ins,,0,0,0,,0,,,
Henderson,E110,President,,Under Votes,,6,0,3,,3,,,
Henderson,E110,President,,Over Votes,,4,0,4,,0,,,
Henderson,E110,U.S. House,1,James R. COMER,REP,561,262,46,,253,,,
Henderson,E110,U.S. House,1,Erin MARSHALL,DEM,356,140,48,,168,,,
Henderson,E110,U.S. House,1,Under Votes,,23,9,8,,6,,,
Henderson,E110,U.S. House,1,Over Votes,,1,1,0,,0,,,
Henderson,E110,State House,11,J. T. PAYNE,REP,686,338,57,,291,,,
Henderson,E110,State House,11,Under Votes,,255,74,45,,136,,,
Henderson,E110,State House,11,Over Votes,,0,0,0,,0,,,
Henderson,E111,President,,Donald J. TRUMP,REP,403,204,34,,165,,,
Henderson,E111,President,,Kamala D. HARRIS,DEM,297,137,41,,119,,,
Henderson,E111,President,,Jill STEIN,KY,4,3,1,,0,,,
Henderson,E111,President,,Robert F. KENNEDY JR.,IND,6,5,0,,1,,,
Henderson,E111,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,E111,President,,Chase OLIVER,LIB,4,4,0,,0,,,
Henderson,E111,President,,Write-ins,,0,0,0,,0,,,
Henderson,E111,President,,Under Votes,,4,3,0,,1,,,
Henderson,E111,President,,Over Votes,,1,0,0,,1,,,
Henderson,E111,U.S. House,1,James R. COMER,REP,418,205,38,,175,,,
Henderson,E111,U.S. House,1,Erin MARSHALL,DEM,284,139,35,,110,,,
Henderson,E111,U.S. House,1,Under Votes,,16,12,2,,2,,,
Henderson,E111,U.S. House,1,Over Votes,,1,0,1,,0,,,
Henderson,E111,State House,11,J. T. PAYNE,REP,521,272,42,,207,,,
Henderson,E111,State House,11,Under Votes,,197,83,34,,80,,,
Henderson,E111,State House,11,Over Votes,,1,1,0,,0,,,
Henderson,E112,President,,Donald J. TRUMP,REP,716,404,26,,286,,,
Henderson,E112,President,,Kamala D. HARRIS,DEM,555,306,35,,214,,,
Henderson,E112,President,,Jill STEIN,KY,8,6,0,,2,,,
Henderson,E112,President,,Robert F. KENNEDY JR.,IND,15,9,1,,5,,,
Henderson,E112,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Henderson,E112,President,,Chase OLIVER,LIB,4,3,1,,0,,,
Henderson,E112,President,,Write-ins,,2,1,0,,1,,,
Henderson,E112,President,,Under Votes,,7,5,0,,2,,,
Henderson,E112,President,,Over Votes,,0,0,0,,0,,,
Henderson,E112,U.S. House,1,James R. COMER,REP,749,420,30,,299,,,
Henderson,E112,U.S. House,1,Erin MARSHALL,DEM,526,297,33,,196,,,
Henderson,E112,U.S. House,1,Under Votes,,32,17,0,,15,,,
Henderson,E112,U.S. House,1,Over Votes,,0,0,0,,0,,,
Henderson,E112,State House,11,J. T. PAYNE,REP,946,549,40,,357,,,
Henderson,E112,State House,11,Under Votes,,361,185,23,,153,,,
Henderson,E112,State House,11,Over Votes,,0,0,0,,0,,,
Rockcastle,A101 North Brodhead,President,,Donald J. TRUMP,REP,938,662,45,,231,,,
Rockcastle,A101 North Brodhead,President,,Kamala D. HARRIS,DEM,142,79,23,,40,,,
Rockcastle,A101 North Brodhead,President,,Jill STEIN,KY,4,3,0,,1,,,
Rockcastle,A101 North Brodhead,President,,Robert F. KENNEDY JR.,IND,9,8,0,,1,,,
Rockcastle,A101 North Brodhead,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Rockcastle,A101 North Brodhead,President,,Chase OLIVER,LIB,2,2,0,,0,,,
Rockcastle,A101 North Brodhead,President,,Write-ins,,0,0,0,,0,,,
Rockcastle,A101 North Brodhead,President,,Contest Totals,,1101,758,68,,275,,,
Rockcastle,A101 North Brodhead,U.S. House,5,Hal ROGERS,REP,965,681,52,,232,,,
Rockcastle,A101 North Brodhead,U.S. House,5,Write-ins,,11,6,1,,4,,,
Rockcastle,A101 North Brodhead,U.S. House,5,Contest Totals,,1101,758,68,,275,,,
Rockcastle,A101 North Brodhead,State Senate,21,Brandon J. STORM,REP,929,661,48,,220,,,
Rockcastle,A101 North Brodhead,State Senate,21,Write-ins,,8,3,1,,4,,,
Rockcastle,A101 North Brodhead,State Senate,21,Contest Totals,,1101,758,68,,275,,,
Rockcastle,A101 North Brodhead,State House,71,Josh BRAY,REP,927,656,45,,226,,,
Rockcastle,A101 North Brodhead,State House,71,Rachelle RIDDLE,DEM,146,86,20,,40,,,
Rockcastle,A101 North Brodhead,State House,71,Write-ins,,2,1,1,,0,,,
Rockcastle,A101 North Brodhead,State House,71,Contest Totals,,1101,758,68,,275,,,
Rockcastle,A102 North Mt. Vernon,President,,Donald J. TRUMP,REP,428,216,26,,186,,,
Rockcastle,A102 North Mt. Vernon,President,,Kamala D. HARRIS,DEM,66,26,3,,37,,,
Rockcastle,A102 North Mt. Vernon,President,,Jill STEIN,KY,1,1,0,,0,,,
Rockcastle,A102 North Mt. Vernon,President,,Robert F. KENNEDY JR.,IND,6,4,0,,2,,,
Rockcastle,A102 North Mt. Vernon,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Rockcastle,A102 North Mt. Vernon,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Rockcastle,A102 North Mt. Vernon,President,,Write-ins,,4,2,0,,2,,,
Rockcastle,A102 North Mt. Vernon,President,,Contest Totals,,512,251,30,,231,,,
Rockcastle,A102 North Mt. Vernon,U.S. House,5,Hal ROGERS,REP,441,217,27,,197,,,
Rockcastle,A102 North Mt. Vernon,U.S. House,5,Write-ins,,4,1,0,,3,,,
Rockcastle,A102 North Mt. Vernon,U.S. House,5,Contest Totals,,512,251,30,,231,,,
Rockcastle,A102 North Mt. Vernon,State Senate,21,Brandon J. STORM,REP,413,211,25,,177,,,
Rockcastle,A102 North Mt. Vernon,State Senate,21,Write-ins,,3,1,0,,2,,,
Rockcastle,A102 North Mt. Vernon,State Senate,21,Contest Totals,,512,251,30,,231,,,
Rockcastle,A102 North Mt. Vernon,State House,71,Josh BRAY,REP,429,212,28,,189,,,
Rockcastle,A102 North Mt. Vernon,State House,71,Rachelle RIDDLE,DEM,66,29,2,,35,,,
Rockcastle,A102 North Mt. Vernon,State House,71,Write-ins,,2,2,0,,0,,,
Rockcastle,A102 North Mt. Vernon,State House,71,Contest Totals,,512,251,30,,231,,,
Rockcastle,B101 South Mt. Vernon,President,,Donald J. TRUMP,REP,458,254,12,,192,,,
Rockcastle,B101 South Mt. Vernon,President,,Kamala D. HARRIS,DEM,60,26,4,,30,,,
Rockcastle,B101 South Mt. Vernon,President,,Jill STEIN,KY,1,1,0,,0,,,
Rockcastle,B101 South Mt. Vernon,President,,Robert F. KENNEDY JR.,IND,1,0,1,,0,,,
Rockcastle,B101 South Mt. Vernon,President,,Shiva AYYADURAI,IND,1,1,0,,0,,,
Rockcastle,B101 South Mt. Vernon,President,,Chase OLIVER,LIB,2,1,0,,1,,,
Rockcastle,B101 South Mt. Vernon,President,,Write-ins,,2,2,0,,0,,,
Rockcastle,B101 South Mt. Vernon,President,,Contest Totals,,526,285,17,,224,,,
Rockcastle,B101 South Mt. Vernon,U.S. House,5,Hal ROGERS,REP,469,261,15,,193,,,
Rockcastle,B101 South Mt. Vernon,U.S. House,5,Write-ins,,2,1,0,,1,,,
Rockcastle,B101 South Mt. Vernon,U.S. House,5,Contest Totals,,526,285,17,,224,,,
Rockcastle,B101 South Mt. Vernon,State Senate,21,Brandon J. STORM,REP,444,253,14,,177,,,
Rockcastle,B101 South Mt. Vernon,State Senate,21,Write-ins,,2,0,1,,1,,,
Rockcastle,B101 South Mt. Vernon,State Senate,21,Contest Totals,,526,285,17,,224,,,
Rockcastle,B101 South Mt. Vernon,State House,71,Josh BRAY,REP,444,250,14,,180,,,
Rockcastle,B101 South Mt. Vernon,State House,71,Rachelle RIDDLE,DEM,67,29,3,,35,,,
Rockcastle,B101 South Mt. Vernon,State House,71,Write-ins,,1,0,0,,1,,,
Rockcastle,B101 South Mt. Vernon,State House,71,Contest Totals,,526,285,17,,224,,,
Rockcastle,B102 West Mt. Vernon,President,,Donald J. TRUMP,REP,759,395,33,,331,,,
Rockcastle,B102 West Mt. Vernon,President,,Kamala D. HARRIS,DEM,118,65,10,,43,,,
Rockcastle,B102 West Mt. Vernon,President,,Jill STEIN,KY,0,0,0,,0,,,
Rockcastle,B102 West Mt. Vernon,President,,Robert F. KENNEDY JR.,IND,8,4,0,,4,,,
Rockcastle,B102 West Mt. Vernon,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Rockcastle,B102 West Mt. Vernon,President,,Chase OLIVER,LIB,1,0,0,,1,,,
Rockcastle,B102 West Mt. Vernon,President,,Write-ins,,1,0,0,,1,,,
Rockcastle,B102 West Mt. Vernon,President,,Contest Totals,,896,467,44,,385,,,
Rockcastle,B102 West Mt. Vernon,U.S. House,5,Hal ROGERS,REP,795,414,40,,341,,,
Rockcastle,B102 West Mt. Vernon,U.S. House,5,Write-ins,,4,3,0,,1,,,
Rockcastle,B102 West Mt. Vernon,U.S. House,5,Contest Totals,,895,467,43,,385,,,
Rockcastle,B102 West Mt. Vernon,State Senate,21,Brandon J. STORM,REP,745,397,32,,316,,,
Rockcastle,B102 West Mt. Vernon,State Senate,21,Write-ins,,3,2,0,,1,,,
Rockcastle,B102 West Mt. Vernon,State Senate,21,Contest Totals,,895,467,43,,385,,,
Rockcastle,B102 West Mt. Vernon,State House,71,Josh BRAY,REP,761,394,35,,332,,,
Rockcastle,B102 West Mt. Vernon,State House,71,Rachelle RIDDLE,DEM,107,59,6,,42,,,
Rockcastle,B102 West Mt. Vernon,State House,71,Write-ins,,3,2,0,,1,,,
Rockcastle,B102 West Mt. Vernon,State House,71,Contest Totals,,895,467,43,,385,,,
Rockcastle,C101 Brown,President,,Donald J. TRUMP,REP,737,403,37,,297,,,
Rockcastle,C101 Brown,President,,Kamala D. HARRIS,DEM,75,34,10,,31,,,
Rockcastle,C101 Brown,President,,Jill STEIN,KY,2,1,0,,1,,,
Rockcastle,C101 Brown,President,,Robert F. KENNEDY JR.,IND,5,3,1,,1,,,
Rockcastle,C101 Brown,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Rockcastle,C101 Brown,President,,Chase OLIVER,LIB,2,0,2,,0,,,
Rockcastle,C101 Brown,President,,Write-ins,,2,1,0,,1,,,
Rockcastle,C101 Brown,President,,Contest Totals,,830,446,51,,333,,,
Rockcastle,C101 Brown,U.S. House,5,Hal ROGERS,REP,739,393,41,,305,,,
Rockcastle,C101 Brown,U.S. House,5,Write-ins,,0,0,0,,0,,,
Rockcastle,C101 Brown,U.S. House,5,Contest Totals,,829,446,50,,333,,,
Rockcastle,C101 Brown,State Senate,21,Brandon J. STORM,REP,692,374,36,,282,,,
Rockcastle,C101 Brown,State Senate,21,Write-ins,,0,0,0,,0,,,
Rockcastle,C101 Brown,State Senate,21,Contest Totals,,829,446,50,,333,,,
Rockcastle,C101 Brown,State House,71,Josh BRAY,REP,727,391,41,,295,,,
Rockcastle,C101 Brown,State House,71,Rachelle RIDDLE,DEM,65,32,7,,26,,,
Rockcastle,C101 Brown,State House,71,Write-ins,,2,0,0,,2,,,
Rockcastle,C101 Brown,State House,71,Contest Totals,,829,446,50,,333,,,
Rockcastle,C102 West Brodhead,President,,Donald J. TRUMP,REP,653,424,25,,204,,,
Rockcastle,C102 West Brodhead,President,,Kamala D. HARRIS,DEM,97,56,10,,31,,,
Rockcastle,C102 West Brodhead,President,,Jill STEIN,KY,3,2,0,,1,,,
Rockcastle,C102 West Brodhead,President,,Robert F. KENNEDY JR.,IND,6,5,0,,1,,,
Rockcastle,C102 West Brodhead,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Rockcastle,C102 West Brodhead,President,,Chase OLIVER,LIB,3,3,0,,0,,,
Rockcastle,C102 West Brodhead,President,,Write-ins,,1,0,0,,1,,,
Rockcastle,C102 West Brodhead,President,,Contest Totals,,771,494,35,,242,,,
Rockcastle,C102 West Brodhead,U.S. House,5,Hal ROGERS,REP,672,435,27,,210,,,
Rockcastle,C102 West Brodhead,U.S. House,5,Write-ins,,4,4,0,,0,,,
Rockcastle,C102 West Brodhead,U.S. House,5,Contest Totals,,771,494,35,,242,,,
Rockcastle,C102 West Brodhead,State Senate,21,Brandon J. STORM,REP,639,413,27,,199,,,
Rockcastle,C102 West Brodhead,State Senate,21,Write-ins,,3,3,0,,0,,,
Rockcastle,C102 West Brodhead,State Senate,21,Contest Totals,,771,494,35,,242,,,
Rockcastle,C102 West Brodhead,State House,71,Josh BRAY,REP,655,417,27,,211,,,
Rockcastle,C102 West Brodhead,State House,71,Rachelle RIDDLE,DEM,87,57,8,,22,,,
Rockcastle,C102 West Brodhead,State House,71,Write-ins,,3,2,0,,1,,,
Rockcastle,C102 West Brodhead,State House,71,Contest Totals,,771,494,35,,242,,,
Rockcastle,C103 Bullock,President,,Donald J. TRUMP,REP,210,119,5,,86,,,
Rockcastle,C103 Bullock,President,,Kamala D. HARRIS,DEM,12,4,1,,7,,,
Rockcastle,C103 Bullock,President,,Jill STEIN,KY,1,1,0,,0,,,
Rockcastle,C103 Bullock,President,,Robert F. KENNEDY JR.,IND,1,0,0,,1,,,
Rockcastle,C103 Bullock,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Rockcastle,C103 Bullock,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Rockcastle,C103 Bullock,President,,Write-ins,,0,0,0,,0,,,
Rockcastle,C103 Bullock,President,,Contest Totals,,224,124,6,,94,,,
Rockcastle,C103 Bullock,U.S. House,5,Hal ROGERS,REP,204,114,6,,84,,,
Rockcastle,C103 Bullock,U.S. House,5,Write-ins,,1,1,0,,0,,,
Rockcastle,C103 Bullock,U.S. House,5,Contest Totals,,224,124,6,,94,,,
Rockcastle,C103 Bullock,State Senate,21,Brandon J. STORM,REP,202,113,5,,84,,,
Rockcastle,C103 Bullock,State Senate,21,Write-ins,,0,0,0,,0,,,
Rockcastle,C103 Bullock,State Senate,21,Contest Totals,,224,124,6,,94,,,
Rockcastle,C103 Bullock,State House,71,Josh BRAY,REP,199,111,4,,84,,,
Rockcastle,C103 Bullock,State House,71,Rachelle RIDDLE,DEM,15,7,1,,7,,,
Rockcastle,C103 Bullock,State House,71,Write-ins,,1,1,0,,0,,,
Rockcastle,C103 Bullock,State House,71,Contest Totals,,224,124,6,,94,,,
Rockcastle,D101 Conway,President,,Donald J. TRUMP,REP,775,550,23,,202,,,
Rockcastle,D101 Conway,President,,Kamala D. HARRIS,DEM,134,77,16,,41,,,
Rockcastle,D101 Conway,President,,Jill STEIN,KY,6,6,0,,0,,,
Rockcastle,D101 Conway,President,,Robert F. KENNEDY JR.,IND,5,4,0,,1,,,
Rockcastle,D101 Conway,President,,Shiva AYYADURAI,IND,1,1,0,,0,,,
Rockcastle,D101 Conway,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Rockcastle,D101 Conway,President,,Write-ins,,0,0,0,,0,,,
Rockcastle,D101 Conway,President,,Contest Totals,,927,643,39,,245,,,
Rockcastle,D101 Conway,U.S. House,5,Hal ROGERS,REP,798,566,26,,206,,,
Rockcastle,D101 Conway,U.S. House,5,Write-ins,,5,5,0,,0,,,
Rockcastle,D101 Conway,U.S. House,5,Contest Totals,,927,643,39,,245,,,
Rockcastle,D101 Conway,State Senate,21,Brandon J. STORM,REP,757,537,24,,196,,,
Rockcastle,D101 Conway,State Senate,21,Write-ins,,3,3,0,,0,,,
Rockcastle,D101 Conway,State Senate,21,Contest Totals,,927,643,39,,245,,,
Rockcastle,D101 Conway,State House,71,Josh BRAY,REP,753,532,24,,197,,,
Rockcastle,D101 Conway,State House,71,Rachelle RIDDLE,DEM,141,87,15,,39,,,
Rockcastle,D101 Conway,State House,71,Write-ins,,1,1,0,,0,,,
Rockcastle,D101 Conway,State House,71,Contest Totals,,927,643,39,,245,,,
Rockcastle,D102 Roundstone,President,,Donald J. TRUMP,REP,381,282,19,,80,,,
Rockcastle,D102 Roundstone,President,,Kamala D. HARRIS,DEM,63,53,2,,8,,,
Rockcastle,D102 Roundstone,President,,Jill STEIN,KY,5,4,1,,0,,,
Rockcastle,D102 Roundstone,President,,Robert F. KENNEDY JR.,IND,3,3,0,,0,,,
Rockcastle,D102 Roundstone,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Rockcastle,D102 Roundstone,President,,Chase OLIVER,LIB,1,1,0,,0,,,
Rockcastle,D102 Roundstone,President,,Write-ins,,0,0,0,,0,,,
Rockcastle,D102 Roundstone,President,,Contest Totals,,455,345,22,,88,,,
Rockcastle,D102 Roundstone,U.S. House,5,Hal ROGERS,REP,399,300,17,,82,,,
Rockcastle,D102 Roundstone,U.S. House,5,Write-ins,,2,2,0,,0,,,
Rockcastle,D102 Roundstone,U.S. House,5,Contest Totals,,455,345,22,,88,,,
Rockcastle,D102 Roundstone,State Senate,21,Brandon J. STORM,REP,383,290,17,,76,,,
Rockcastle,D102 Roundstone,State Senate,21,Write-ins,,2,2,0,,0,,,
Rockcastle,D102 Roundstone,State Senate,21,Contest Totals,,455,345,22,,88,,,
Rockcastle,D102 Roundstone,State House,71,Josh BRAY,REP,372,277,18,,77,,,
Rockcastle,D102 Roundstone,State House,71,Rachelle RIDDLE,DEM,70,58,3,,9,,,
Rockcastle,D102 Roundstone,State House,71,Write-ins,,0,0,0,,0,,,
Rockcastle,D102 Roundstone,State House,71,Contest Totals,,455,345,22,,88,,,
Rockcastle,D103 Climax,President,,Donald J. TRUMP,REP,118,72,1,,45,,,
Rockcastle,D103 Climax,President,,Kamala D. HARRIS,DEM,44,22,4,,18,,,
Rockcastle,D103 Climax,President,,Jill STEIN,KY,1,1,0,,0,,,
Rockcastle,D103 Climax,President,,Robert F. KENNEDY JR.,IND,2,2,0,,0,,,
Rockcastle,D103 Climax,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Rockcastle,D103 Climax,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Rockcastle,D103 Climax,President,,Write-ins,,0,0,0,,0,,,
Rockcastle,D103 Climax,President,,Contest Totals,,166,98,5,,63,,,
Rockcastle,D103 Climax,U.S. House,5,Hal ROGERS,REP,121,76,2,,43,,,
Rockcastle,D103 Climax,U.S. House,5,Write-ins,,1,0,0,,1,,,
Rockcastle,D103 Climax,U.S. House,5,Contest Totals,,166,98,5,,63,,,
Rockcastle,D103 Climax,State Senate,21,Brandon J. STORM,REP,121,74,2,,45,,,
Rockcastle,D103 Climax,State Senate,21,Write-ins,,0,0,0,,0,,,
Rockcastle,D103 Climax,State Senate,21,Contest Totals,,166,98,5,,63,,,
Rockcastle,D103 Climax,State House,71,Josh BRAY,REP,114,69,1,,44,,,
Rockcastle,D103 Climax,State House,71,Rachelle RIDDLE,DEM,47,24,4,,19,,,
Rockcastle,D103 Climax,State House,71,Write-ins,,1,1,0,,0,,,
Rockcastle,D103 Climax,State House,71,Contest Totals,,166,98,5,,63,,,
Rockcastle,E101 East Mt. Vernon,President,,Donald J. TRUMP,REP,325,182,18,,125,,,
Rockcastle,E101 East Mt. Vernon,President,,Kamala D. HARRIS,DEM,49,24,6,,19,,,
Rockcastle,E101 East Mt. Vernon,President,,Jill STEIN,KY,0,0,0,,0,,,
Rockcastle,E101 East Mt. Vernon,President,,Robert F. KENNEDY JR.,IND,2,1,0,,1,,,
Rockcastle,E101 East Mt. Vernon,President,,Shiva AYYADURAI,IND,2,2,0,,0,,,
Rockcastle,E101 East Mt. Vernon,President,,Chase OLIVER,LIB,1,0,0,,1,,,
Rockcastle,E101 East Mt. Vernon,President,,Write-ins,,1,1,0,,0,,,
Rockcastle,E101 East Mt. Vernon,President,,Contest Totals,,383,212,24,,147,,,
Rockcastle,E101 East Mt. Vernon,U.S. House,5,Hal ROGERS,REP,342,191,18,,133,,,
Rockcastle,E101 East Mt. Vernon,U.S. House,5,Write-ins,,1,1,0,,0,,,
Rockcastle,E101 East Mt. Vernon,U.S. House,5,Contest Totals,,383,212,24,,147,,,
Rockcastle,E101 East Mt. Vernon,State Senate,21,Brandon J. STORM,REP,323,186,16,,121,,,
Rockcastle,E101 East Mt. Vernon,State Senate,21,Write-ins,,0,0,0,,0,,,
Rockcastle,E101 East Mt. Vernon,State Senate,21,Contest Totals,,383,212,24,,147,,,
Rockcastle,E101 East Mt. Vernon,State House,71,Josh BRAY,REP,328,183,19,,126,,,
Rockcastle,E101 East Mt. Vernon,State House,71,Rachelle RIDDLE,DEM,48,26,5,,17,,,
Rockcastle,E101 East Mt. Vernon,State House,71,Write-ins,,0,0,0,,0,,,
Rockcastle,E101 East Mt. Vernon,State House,71,Contest Totals,,383,212,24,,147,,,
Rockcastle,E102 Orlando,President,,Donald J. TRUMP,REP,372,199,9,,164,,,
Rockcastle,E102 Orlando,President,,Kamala D. HARRIS,DEM,42,23,6,,13,,,
Rockcastle,E102 Orlando,President,,Jill STEIN,KY,0,0,0,,0,,,
Rockcastle,E102 Orlando,President,,Robert F. KENNEDY JR.,IND,2,1,0,,1,,,
Rockcastle,E102 Orlando,President,,Shiva AYYADURAI,IND,0,0,0,,0,,,
Rockcastle,E102 Orlando,President,,Chase OLIVER,LIB,0,0,0,,0,,,
Rockcastle,E102 Orlando,President,,Write-ins,,2,2,0,,0,,,
Rockcastle,E102 Orlando,President,,Contest Totals,,418,225,15,,178,,,
Rockcastle,E102 Orlando,U.S. House,5,Hal ROGERS,REP,371,204,10,,157,,,
Rockcastle,E102 Orlando,U.S. House,5,Write-ins,,2,0,0,,2,,,
Rockcastle,E102 Orlando,U.S. House,5,Contest Totals,,418,225,15,,178,,,
Rockcastle,E102 Orlando,State Senate,21,Brandon J. STORM,REP,353,195,10,,148,,,
Rockcastle,E102 Orlando,State Senate,21,Write-ins,,0,0,0,,0,,,
Rockcastle,E102 Orlando,State Senate,21,Contest Totals,,418,225,15,,178,,,
